,neighborhood,rent,beds,baths
2642,"Financial District, Downtown Manhattan, Manhattan",7895,2,2.0
2643,"Murray Hill, Midtown Manhattan, Manhattan",2695,0,1.0
2644,"Long Island City, Northwestern Queens, Queens",3286,1,1.0
2645,"Kips Bay, Midtown Manhattan, Manhattan",4400,2,2.0
2646,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3895,2,1.0
2647,"Murray Hill, Midtown Manhattan, Manhattan",3200,1,1.0
2648,"Upper East Side, Upper Manhattan, Manhattan",2075,0,1.0
2649,"Financial District, Downtown Manhattan, Manhattan",3375,0,1.0
2650,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",7750,2,2.0
2651,"Bushwick, Northern Brooklyn, Brooklyn",2895,1,1.0
2652,"Upper East Side, Upper Manhattan, Manhattan",4995,3,1.0
2653,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2950,1,1.0
2654,"Gramercy Park, Midtown Manhattan, Manhattan",3762,1,1.0
2655,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",4400,2,2.0
2656,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",5500,2,1.0
2657,"Upper East Side, Upper Manhattan, Manhattan",3350,1,1.0
2658,"Chelsea, Midtown Manhattan, Manhattan",9191,2,2.0
2659,"Theater District, Midtown Manhattan, Manhattan",3680,1,1.0
2660,"Upper East Side, Upper Manhattan, Manhattan",2425,1,1.0
2661,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2383,0,1.0
2662,"Chelsea, Midtown Manhattan, Manhattan",3465,0,1.0
2663,"Bushwick, Northern Brooklyn, Brooklyn",3255,3,2.0
2664,"Greenwich Village, Downtown Manhattan, Manhattan",3325,1,1.0
2665,"Murray Hill, Midtown Manhattan, Manhattan",3400,2,1.0
2666,"Upper East Side, Upper Manhattan, Manhattan",2250,0,1.0
2667,"Alphabet City, East Village, Downtown Manhattan, Manhattan",4900,2,1.0
2668,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3200,1,1.0
2669,"Midtown East, Midtown Manhattan, Manhattan",4799,1,1.0
2670,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2850,1,1.0
2671,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3700,1,1.0
2672,"Astoria, Northwestern Queens, Queens",2150,1,1.0
2673,"Hell's Kitchen, Midtown Manhattan, Manhattan",5495,2,2.0
2674,"Long Island City, Northwestern Queens, Queens",4450,2,2.0
2675,"Upper West Side, Upper Manhattan, Manhattan",2900,0,1.0
2676,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",1895,0,1.0
2677,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3450,2,1.0
2678,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3725,1,1.0
2679,"Midtown East, Midtown Manhattan, Manhattan",2300,0,1.0
2680,"Hell's Kitchen, Midtown Manhattan, Manhattan",2695,0,1.0
2681,"East Village, Downtown Manhattan, Manhattan",3500,2,1.0
2682,"Long Island City, Northwestern Queens, Queens",3175,1,1.0
2683,"Hell's Kitchen, Midtown Manhattan, Manhattan",2350,0,1.0
2684,"Financial District, Downtown Manhattan, Manhattan",5600,2,1.0
2685,"Hunters Point, Long Island City, Northwestern Queens, Queens",2727,0,1.0
2686,"East Village, Downtown Manhattan, Manhattan",5100,3,1.0
2687,"Midtown East, Midtown Manhattan, Manhattan",2356,0,1.0
2688,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",3499,3,2.0
2689,"Upper East Side, Upper Manhattan, Manhattan",3450,0,1.0
2690,"Upper East Side, Upper Manhattan, Manhattan",2291,0,1.0
2691,"Financial District, Downtown Manhattan, Manhattan",3300,0,1.0
2692,"Financial District, Downtown Manhattan, Manhattan",3556,1,1.0
2693,"Murray Hill, Midtown Manhattan, Manhattan",2775,0,1.0
2694,"Murray Hill, Midtown Manhattan, Manhattan",3000,1,1.0
2695,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2295,0,1.0
2696,"Inwood, Upper Manhattan, Manhattan",2250,1,1.0
2697,"Financial District, Downtown Manhattan, Manhattan",3395,0,1.0
2698,"Upper East Side, Upper Manhattan, Manhattan",2750,1,1.0
2699,"Gramercy Park, Midtown Manhattan, Manhattan",2375,1,1.0
2700,"Bushwick, Northern Brooklyn, Brooklyn",3400,3,1.0
2701,"Crown Heights, Central Brooklyn, Brooklyn",3575,4,1.0
2702,"Financial District, Downtown Manhattan, Manhattan",2750,0,1.0
2703,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5444,2,2.0
2704,"Theater District, Midtown Manhattan, Manhattan",3050,0,1.0
2705,"Murray Hill, Midtown Manhattan, Manhattan",2800,0,1.0
2706,"Murray Hill, Midtown Manhattan, Manhattan",2750,1,1.0
2707,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3850,1,1.0
2708,"Kips Bay, Midtown Manhattan, Manhattan",3400,1,1.0
2709,"West Village, Downtown Manhattan, Manhattan",4750,2,2.0
2710,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",4430,2,2.0
2711,"Financial District, Downtown Manhattan, Manhattan",3545,0,1.0
2712,"Long Island City, Northwestern Queens, Queens",2995,0,1.0
2713,"West Village, Downtown Manhattan, Manhattan",13500,3,1.0
2714,"West Village, Downtown Manhattan, Manhattan",3475,0,1.0
2715,"NoMad, Midtown Manhattan, Manhattan",4416,1,1.0
2716,"Financial District, Downtown Manhattan, Manhattan",3112,0,1.0
2717,"Financial District, Downtown Manhattan, Manhattan",2957,0,1.0
2718,"Upper East Side, Upper Manhattan, Manhattan",3395,1,1.0
2719,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",3995,2,2.0
2720,"Hell's Kitchen, Midtown Manhattan, Manhattan",3480,1,1.0
2721,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",2695,0,1.0
2722,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",33458,4,4.0
2723,"Upper West Side, Upper Manhattan, Manhattan",3500,2,1.0
2724,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2295,2,1.0
2725,"Kips Bay, Midtown Manhattan, Manhattan",3300,1,1.0
2726,"Upper East Side, Upper Manhattan, Manhattan",2525,1,1.0
2727,"Central Harlem, Upper Manhattan, Manhattan",2150,2,1.0
2728,"Upper East Side, Upper Manhattan, Manhattan",2075,0,1.0
2729,"Upper East Side, Upper Manhattan, Manhattan",2820,0,1.0
2730,"Hell's Kitchen, Midtown Manhattan, Manhattan",2350,1,1.0
2731,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3500,2,1.0
2732,"Hell's Kitchen, Midtown Manhattan, Manhattan",4250,1,1.0
2733,"Central Harlem, Upper Manhattan, Manhattan",2836,1,1.0
2734,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2200,1,1.0
2735,"Greenpoint, Northern Brooklyn, Brooklyn",3256,1,1.0
2736,"Crown Heights, Central Brooklyn, Brooklyn",6250,3,3.0
2737,"Financial District, Downtown Manhattan, Manhattan",2883,0,1.0
2738,"Murray Hill, Midtown Manhattan, Manhattan",3550,1,1.0
2739,"Financial District, Downtown Manhattan, Manhattan",3479,1,1.0
2740,"Upper East Side, Upper Manhattan, Manhattan",2575,1,1.0
2741,"Crown Heights, Central Brooklyn, Brooklyn",3542,3,2.0
2742,"Upper East Side, Upper Manhattan, Manhattan",3117,1,1.0
2743,"Financial District, Downtown Manhattan, Manhattan",3566,1,1.0
2744,"Flatiron District, Midtown Manhattan, Manhattan",13750,2,2.0
2745,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",3400,3,2.0
2746,"Midtown East, Midtown Manhattan, Manhattan",3395,2,1.0
2747,"Midtown East, Midtown Manhattan, Manhattan",4600,2,1.0
2748,"Greenwich Village, Downtown Manhattan, Manhattan",1725,0,1.0
2749,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",3900,3,2.0
2750,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",3025,3,2.0
2751,"Upper East Side, Upper Manhattan, Manhattan",2292,0,1.0
2752,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3525,1,1.0
2753,"Crown Heights, Central Brooklyn, Brooklyn",2400,1,1.0
2754,"Murray Hill, Midtown Manhattan, Manhattan",8999,3,2.0
2755,"Financial District, Downtown Manhattan, Manhattan",2750,0,1.0
2756,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2800,1,1.0
2757,"West Village, Downtown Manhattan, Manhattan",4400,1,1.0
2758,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2900,2,1.0
2759,"Upper East Side, Upper Manhattan, Manhattan",2350,0,1.0
2760,"Upper East Side, Upper Manhattan, Manhattan",2295,0,1.0
2761,"Hell's Kitchen, Midtown Manhattan, Manhattan",2225,0,1.0
2762,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2850,1,1.0
2763,"Upper East Side, Upper Manhattan, Manhattan",2933,1,1.0
2764,"Hell's Kitchen, Midtown Manhattan, Manhattan",2500,2,1.0
2765,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3150,2,2.0
2766,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2450,2,1.0
2767,"Hunters Point, Long Island City, Northwestern Queens, Queens",3590,1,1.0
2768,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2888,1,1.0
2769,"Financial District, Downtown Manhattan, Manhattan",3181,0,1.0
2770,"Hell's Kitchen, Midtown Manhattan, Manhattan",2075,1,1.0
2771,"Central Harlem, Upper Manhattan, Manhattan",2285,1,1.0
2772,"East Harlem, Upper Manhattan, Manhattan",4703,4,2.0
2773,"Upper East Side, Upper Manhattan, Manhattan",5850,3,2.0
2774,"Chelsea, Midtown Manhattan, Manhattan",6335,1,1.5
2775,"Upper East Side, Upper Manhattan, Manhattan",2250,1,1.0
2776,"East Village, Downtown Manhattan, Manhattan",5100,3,1.0
2777,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3250,0,1.0
2778,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",4767,2,2.0
2779,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",4858,2,2.0
2780,"East Harlem, Upper Manhattan, Manhattan",2295,1,1.0
2781,"Central Harlem, Upper Manhattan, Manhattan",2650,2,1.0
2782,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5092,1,1.0
2783,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2200,1,1.0
2784,"Flatiron District, Midtown Manhattan, Manhattan",4595,0,1.0
2785,"Financial District, Downtown Manhattan, Manhattan",3000,0,1.0
2786,"Chelsea, Midtown Manhattan, Manhattan",3212,1,1.0
2787,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2390,3,1.0
2788,"Upper East Side, Upper Manhattan, Manhattan",7421,3,2.0
2789,"West Village, Downtown Manhattan, Manhattan",3000,1,1.0
2790,"Central Harlem, Upper Manhattan, Manhattan",2447,1,1.0
2791,"East Harlem, Upper Manhattan, Manhattan",2860,1,1.0
2792,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2350,1,1.0
2793,"Financial District, Downtown Manhattan, Manhattan",3600,0,1.0
2794,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",5445,2,2.0
2795,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3750,1,1.0
2796,"West Village, Downtown Manhattan, Manhattan",3400,1,1.0
2797,"West Village, Downtown Manhattan, Manhattan",2450,0,1.0
2798,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4195,1,1.0
2799,"Astoria, Northwestern Queens, Queens",2675,2,1.0
2800,"Upper East Side, Upper Manhattan, Manhattan",2100,0,1.0
2801,"West Village, Downtown Manhattan, Manhattan",6720,1,1.0
2802,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",5500,2,2.5
2803,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2895,1,1.0
2804,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3500,0,1.0
2805,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",7750,3,2.0
2806,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4495,4,2.0
2807,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",7750,3,2.0
2808,"Financial District, Downtown Manhattan, Manhattan",7764,3,2.0
2809,"Washington Heights, Upper Manhattan, Manhattan",1650,1,1.0
2810,"Upper East Side, Upper Manhattan, Manhattan",2375,0,1.0
2811,"Long Island City, Northwestern Queens, Queens",2640,0,1.0
2812,"NoMad, Midtown Manhattan, Manhattan",5375,1,1.0
2813,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3595,1,1.0
2814,"Battery Park City, Downtown Manhattan, Manhattan",3970,1,1.0
2815,"Gramercy Park, Midtown Manhattan, Manhattan",3570,2,1.0
2816,"Financial District, Downtown Manhattan, Manhattan",3780,1,1.0
2817,"Upper East Side, Upper Manhattan, Manhattan",4950,3,1.5
2818,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3375,1,1.0
2819,"Hell's Kitchen, Midtown Manhattan, Manhattan",2456,0,1.0
2820,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",7750,3,2.0
2821,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",12833,3,3.0
2822,"Midtown East, Midtown Manhattan, Manhattan",3395,2,1.0
2823,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3785,1,1.0
2824,"Upper East Side, Upper Manhattan, Manhattan",2495,1,1.0
2825,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3500,2,1.0
2826,"Astoria, Northwestern Queens, Queens",4000,2,2.0
2827,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",3200,3,2.0
2828,"Theater District, Midtown Manhattan, Manhattan",4875,2,2.0
2829,"Financial District, Downtown Manhattan, Manhattan",3750,1,1.0
2830,"Gramercy Park, Midtown Manhattan, Manhattan",3100,0,1.0
2831,"West Village, Downtown Manhattan, Manhattan",2495,0,1.0
2832,"East Village, Downtown Manhattan, Manhattan",2675,1,1.0
2833,"Hell's Kitchen, Midtown Manhattan, Manhattan",6195,4,2.0
2834,"West Village, Downtown Manhattan, Manhattan",10995,2,2.0
2835,"Greenwich Village, Downtown Manhattan, Manhattan",19495,4,3.0
2836,"Financial District, Downtown Manhattan, Manhattan",2933,0,1.0
2837,"Upper West Side, Upper Manhattan, Manhattan",3987,2,1.0
2838,"Astoria, Northwestern Queens, Queens",3250,4,1.0
2839,"Chelsea, Midtown Manhattan, Manhattan",4400,1,1.0
2840,"Chelsea, Midtown Manhattan, Manhattan",4400,1,1.0
2841,"Hell's Kitchen, Midtown Manhattan, Manhattan",5350,4,2.0
2842,"Midtown East, Midtown Manhattan, Manhattan",4075,1,1.0
2843,"Midtown East, Midtown Manhattan, Manhattan",4600,2,1.0
2844,"East Harlem, Upper Manhattan, Manhattan",3100,1,1.0
2845,"West Village, Downtown Manhattan, Manhattan",3200,1,1.0
2846,"Chelsea, Midtown Manhattan, Manhattan",4426,1,1.0
2847,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3995,2,1.0
2848,"East Village, Downtown Manhattan, Manhattan",2895,1,1.0
2849,"Upper East Side, Upper Manhattan, Manhattan",3116,1,1.0
2850,"Astoria, Northwestern Queens, Queens",2500,1,1.0
2851,"Chelsea, Midtown Manhattan, Manhattan",3995,1,1.0
2852,"Theater District, Midtown Manhattan, Manhattan",6450,2,1.0
2853,"Murray Hill, Midtown Manhattan, Manhattan",2800,0,1.0
2854,"Chelsea, Midtown Manhattan, Manhattan",4300,1,1.0
2855,"Chelsea, Midtown Manhattan, Manhattan",4299,1,1.0
2856,"Chelsea, Midtown Manhattan, Manhattan",3150,0,1.0
2857,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",2295,0,1.0
2858,"Midtown East, Midtown Manhattan, Manhattan",3900,1,1.0
2859,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2700,2,2.0
2860,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",4150,2,2.0
2861,"Bushwick, Northern Brooklyn, Brooklyn",2500,2,1.0
2862,"Murray Hill, Midtown Manhattan, Manhattan",3250,0,1.0
2863,"Upper East Side, Upper Manhattan, Manhattan",2375,0,1.0
2864,"Bushwick, Northern Brooklyn, Brooklyn",3000,1,2.0
2865,"East Village, Downtown Manhattan, Manhattan",2600,2,1.0
2866,"West Village, Downtown Manhattan, Manhattan",8990,3,3.0
2867,"Crown Heights, Central Brooklyn, Brooklyn",3542,3,2.0
2868,"Greenwich Village, Downtown Manhattan, Manhattan",3800,0,1.0
2869,"Hell's Kitchen, Midtown Manhattan, Manhattan",3600,1,1.0
2870,"Chelsea, Midtown Manhattan, Manhattan",4200,1,1.0
2871,"Chelsea, Midtown Manhattan, Manhattan",4200,1,1.0
2872,"Financial District, Downtown Manhattan, Manhattan",4846,1,1.0
2873,"Upper East Side, Upper Manhattan, Manhattan",2050,0,1.0
2874,"Bushwick, Northern Brooklyn, Brooklyn",2999,3,1.0
2875,"NoLita, Downtown Manhattan, Manhattan",4890,0,1.0
2876,"Upper West Side, Upper Manhattan, Manhattan",2775,0,1.0
2877,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2560,3,1.0
2878,"Chelsea, Midtown Manhattan, Manhattan",4150,1,1.0
2879,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4100,1,1.0
2880,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3595,1,1.0
2881,"Hell's Kitchen, Midtown Manhattan, Manhattan",3295,1,1.0
2882,"Financial District, Downtown Manhattan, Manhattan",2933,0,1.0
2883,"Washington Heights, Upper Manhattan, Manhattan",2395,2,1.0
2884,"Upper East Side, Upper Manhattan, Manhattan",2575,2,1.0
2885,"Bushwick, Northern Brooklyn, Brooklyn",2700,3,1.0
2886,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2600,1,1.0
2887,"Upper East Side, Upper Manhattan, Manhattan",3000,1,1.0
2888,"Murray Hill, Midtown Manhattan, Manhattan",2550,0,1.0
2889,"Greenpoint, Northern Brooklyn, Brooklyn",3200,2,2.0
2890,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3681,1,1.0
2891,"Central Harlem, Upper Manhattan, Manhattan",2800,3,1.0
2892,"Hell's Kitchen, Midtown Manhattan, Manhattan",3690,1,1.0
2893,"Alphabet City, East Village, Downtown Manhattan, Manhattan",4295,2,1.0
2894,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2800,3,1.0
2895,"East Harlem, Upper Manhattan, Manhattan",5095,3,2.0
2896,"NoMad, Midtown Manhattan, Manhattan",7334,2,2.0
2897,"Financial District, Downtown Manhattan, Manhattan",3690,1,1.0
2898,"Gramercy Park, Midtown Manhattan, Manhattan",4750,3,1.0
2899,"Financial District, Downtown Manhattan, Manhattan",3124,0,1.0
2900,"Upper East Side, Upper Manhattan, Manhattan",2850,1,1.0
2901,"Murray Hill, Midtown Manhattan, Manhattan",3600,1,1.0
2902,"Upper East Side, Upper Manhattan, Manhattan",4303,1,1.0
2903,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2530,0,1.0
2904,"Lower East Side, Downtown Manhattan, Manhattan",8490,4,2.0
2905,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",2295,0,1.0
2906,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2450,2,1.0
2907,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3800,1,1.0
2908,"NoLita, Downtown Manhattan, Manhattan",4395,2,1.0
2909,"Upper West Side, Upper Manhattan, Manhattan",1900,0,1.0
2910,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4895,2,2.0
2911,"West Village, Downtown Manhattan, Manhattan",3600,0,1.0
2912,"Murray Hill, Midtown Manhattan, Manhattan",5295,1,1.0
2913,"Tribeca, Downtown Manhattan, Manhattan",7053,3,2.0
2914,"Hell's Kitchen, Midtown Manhattan, Manhattan",2750,1,1.0
2915,"Financial District, Downtown Manhattan, Manhattan",5235,1,1.0
2916,"Upper West Side, Upper Manhattan, Manhattan",2750,1,1.0
2917,"Gramercy Park, Midtown Manhattan, Manhattan",5295,2,1.0
2918,"NoLita, Downtown Manhattan, Manhattan",4450,2,1.0
2919,"Financial District, Downtown Manhattan, Manhattan",3552,0,1.0
2920,"Financial District, Downtown Manhattan, Manhattan",5313,2,2.0
2921,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3675,2,1.0
2922,"Murray Hill, Midtown Manhattan, Manhattan",3675,1,1.0
2923,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",2350,0,1.0
2924,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",3244,2,1.0
2925,"Financial District, Downtown Manhattan, Manhattan",3025,1,1.0
2926,"West Village, Downtown Manhattan, Manhattan",2612,0,1.0
2927,"Murray Hill, Midtown Manhattan, Manhattan",3100,1,1.0
2928,"Greenwich Village, Downtown Manhattan, Manhattan",3950,1,1.0
2929,"Financial District, Downtown Manhattan, Manhattan",3566,1,1.0
2930,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",2095,1,1.0
2931,"Murray Hill, Midtown Manhattan, Manhattan",2980,1,1.0
2932,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2000,1,1.0
2933,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2750,1,1.0
2934,"Williamsburg, Northern Brooklyn, Brooklyn",2995,0,1.0
2935,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",7100,2,2.0
2936,"Upper East Side, Upper Manhattan, Manhattan",1925,0,1.0
2937,"Upper West Side, Upper Manhattan, Manhattan",11200,3,3.0
2938,"Hell's Kitchen, Midtown Manhattan, Manhattan",3600,3,1.0
2939,"Financial District, Downtown Manhattan, Manhattan",3099,0,1.0
2940,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3025,1,1.0
2941,"Bushwick, Northern Brooklyn, Brooklyn",3050,2,1.0
2942,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",6750,3,2.0
2943,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",3377,2,2.0
2944,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",1861,0,1.0
2945,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2200,0,1.0
2946,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",5600,4,2.0
2947,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2995,2,1.0
2948,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3100,2,1.0
2949,"Murray Hill, Midtown Manhattan, Manhattan",2895,1,1.0
2950,"Greenpoint, Northern Brooklyn, Brooklyn",4499,3,2.0
2951,"Murray Hill, Midtown Manhattan, Manhattan",4800,1,1.5
2952,"Crown Heights, Central Brooklyn, Brooklyn",3000,2,2.0
2953,"Gramercy Park, Midtown Manhattan, Manhattan",7415,2,1.0
2954,"West Village, Downtown Manhattan, Manhattan",6890,1,2.0
2955,"Hell's Kitchen, Midtown Manhattan, Manhattan",2350,0,1.0
2956,"Long Island City, Northwestern Queens, Queens",2800,2,1.0
2957,"Tribeca, Downtown Manhattan, Manhattan",4700,1,1.0
2958,"Theater District, Midtown Manhattan, Manhattan",3950,2,1.0
2959,"Battery Park City, Downtown Manhattan, Manhattan",4999,2,2.0
2960,"Financial District, Downtown Manhattan, Manhattan",6620,3,2.0
2961,"NoMad, Midtown Manhattan, Manhattan",7895,2,2.0
